id,x,y,village,locality
489,33.24333333,13.57755556,Algalaa Jad Alrrab,Sennar
490,33.27775,13.60352778,Algelyiat Alhamar,Sennar
491,33.238,13.57372222,Algalla Mohammed Dafa Aalah,Sennar
492,33.23641667,13.57125,Algalla Abdallah Awad,Sennar
493,33.16586111,13.58102778,Sagadi ,Sennar
494,33.14463889,13.57402778,Sagadi Almahameed,Sennar
495,33.139,13.57475,Um Osfor Mahamadyia,Sennar
496,33.13755556,13.57005556,Kamar Um Osfor Sakanat,Sennar
497,33.14955556,13.55658333,Kamar Wad Marei,Sennar
498,33.14969444,13.36497222,Dood Alamarna,Sennar
499,33.14697222,13.41047222,Dood Albataheen + Madani Ewiasa,Sennar
500,33.1565,13.40961111,Dood Albasheer,Sennar
501,33.15041667,13.40625,Dood Abdallah,Sennar
502,33.15930556,13.34058333,Dood Abdallah(Um Alaj),Sennar
503,33.65430556,13.39286111,Aradeba,Sennar
504,33.73569444,13.33352778,Al Murafaa omda,Sinja
505,33.71002778,13.32977778,Al Murafaa  thani,Sinja
506,33.70986111,13.32258333,Abdeen Al Ajooz Albarnu,Sinja
507,33.70361111,13.34105556,Jebr,Sinja
508,33.71191667,13.30561111,Al Shigaig,Sinja
509,33.69552778,13.29933333,Tayba Allahawyeen,Sinja
510,33.71755556,13.29852778,Aldaraba Wad alaita,Sinja
511,33.597,13.30213889,Abu Amna(singa),Sinja
512,33.47372222,13.30844444,Abu Adahab,Sinja
513,33.72475,13.27233333,Al Amara Duggla,Sinja
514,33.63591667,13.32266667,Al Nawrania,Sinja
515,33.62680556,13.32122222,Al Managil,Sinja
516,33.61966667,13.32072222,Al Shigla,Sinja
517,33.67619444,13.28644444,Khalil Al Mahata,Sinja
518,33.65688889,13.28883333,Khalil Al Kubra,Sinja
519,33.62305556,13.25819444,Om Hirayza,Sinja
520,33.60338889,13.17444444,Al Kharasabi,Sinja
521,33.75433333,13.26161111,Shaka,Sinja
522,33.80119444,13.22866667,Inaikleeba,Sinja
523,33.78875,13.23305556,Al Huda Alkhadraa,Sinja
524,33.80277778,13.19897222,Banat Allahawyeen,Sinja
525,33.79638889,13.20494444,Mihailla,Sinja
526,33.76361111,13.21302778,Al Fardos,Sinja
527,33.75427778,13.19702778,Al Rawdat,Sinja
528,33.69922222,13.20788889,Dar Alsalam Alkurtan,Sinja
529,33.68105556,13.22305556,Babanoosa,Sinja
530,33.78683333,13.28363889,Zenoba Aldamer,Sinja
531,33.814,13.29780556,Almussabaat,Sinja
532,33.86527778,13.28730556,Omrani,Sinja
533,33.85741667,13.27933333,Al Shalal,Sinja
534,33.87422222,13.22605556,Wad Alibeid,Sinja
535,33.87141667,13.22216667,Al Bargo,Sinja
536,33.88413889,13.18836111,Al Almasoodiya,Sinja
537,33.88319444,13.25933333,Al Ramash,Sinja
538,33.92277778,13.24102778,Al Rayat,Sinja
539,33.91452778,13.24666667,AL Jumaiza,Sinja
540,33.76080556,13.17083333,Hiraidana,Sinja
541,33.85297222,13.15547222,Tayba Algoz,Sinja
542,33.85352778,13.16544444,Mabrooka Al Birair,Sinja
543,33.84958333,13.14083333,Tayba Al Hiweiris,Sinja
544,33.85127778,13.11927778,Al Hashaba,Sinja
545,33.94186111,13.19244444,Wad Al Jizoli,Sinja
546,33.75105556,13.17719444,Al Mujamaa Alislami,Sinja
547,33.76405556,13.30580556,Fangoga,Sinja
548,33.74991667,13.40858333,Masara Alajooz,Sharg Sennar
549,33.72122222,13.43458333,Alazaza,Sharg Sennar
550,33.77466667,13.4345,Hamadnallah,Sharg Sennar
551,33.77091667,13.44094444,Himaida Alsasffi,Sharg Sennar
552,33.76830556,13.44422222,Al Anees,Sharg Sennar
553,33.75475,13.45838889,Allaban,Sharg Sennar
554,33.80319444,13.4685,Amira,Sharg Sennar
555,33.80733333,13.50297222,Asham Dandi,Sharg Sennar
556,33.80602778,13.50777778,Asham Wasat,Sharg Sennar
557,33.80841667,13.51341667,Om Khairain,Sharg Sennar
558,33.77380556,13.49833333,19 Abu Alilla,Sharg Sennar
559,33.76316667,13.48844444,Om Zalat,Sharg Sennar
560,33.75541667,13.52666667,Om Rashid,Sharg Sennar
561,33.80816667,13.53977778,Badamas,Sharg Sennar
562,33.81247222,13.56722222,Om Dibekrat,Sharg Sennar
563,33.8375,13.56875,Mabriika Wa Barakat,Sharg Sennar
564,33.88841667,13.55625,Al Mansoora,Sharg Sennar
565,33.89186111,13.57608333,Kanbo 7,Sharg Sennar
566,33.77855556,13.554,Om Areel,Sharg Sennar
567,33.78766667,13.58330556,Om Dagaga,Sharg Sennar
568,33.78847222,13.78663889,Tafaro,Sharg Sennar
569,33.70758333,13.54691667,Marzooga,Sharg Sennar
570,33.75225,13.57408333,Al Dobaseen,Sharg Sennar
571,33.75672222,13.63636111,Al Maali,Sharg Sennar
572,33.75861111,13.65866667,Bade Janoob,Sharg Sennar
573,33.75858333,13.66183333,Bade Shamal,Sharg Sennar
574,33.82638889,13.67294444,Al Amara 14,Sharg Sennar
575,33.83163889,13.64175,Al Maamoora,Sharg Sennar
576,33.79286111,13.68433333,17 Mahala,Sharg Sennar
577,33.74672222,13.69280556,19 Mahala,Sharg Sennar
578,33.77844444,13.69655556,22 Mahala,Sharg Sennar
579,33.80258333,13.70205556,18 Mahala,Sharg Sennar
580,33.67808333,13.74811111,24 Mahala,Sharg Sennar
581,33.772,13.77508333,28 Mahala,Sharg Sennar
582,33.79633333,13.75319444,Dar Alsalam,Sharg Sennar
583,33.80030556,13.74983333,Imtidad Darassalam,Sharg Sennar
584,33.81675,13.74580556,Om Hajer,Sharg Sennar
585,33.80358333,13.70919444,25 Mahala,Sharg Sennar
586,33.67436111,13.56991667,Wad Biraima,Sharg Sennar
587,33.67622222,13.57755556,Kanbo  Wad Biraima,Sharg Sennar
588,33.68436111,13.58641667,Mahala Al Shereef,Sharg Sennar
589,33.70872222,13.60158333,Al Kumor,Sharg Sennar
590,33.70919444,13.63236111,Al Mahal Al Shareef,Sharg Sennar
591,33.68588889,13.54488889,Kasab Al Maktab,Sharg Sennar
592,33.6715,13.53583333,Kassab Al Danagla,Sharg Sennar
593,33.68363889,13.5165,Kasab Al Jaalyeen,Sharg Sennar
594,33.61805556,13.57613889,Abu Jayli,Sharg Sennar
595,33.59577778,13.57030556,Al Tikeina,Sharg Sennar
596,33.60880556,13.57180556,Al Islahiya,Sharg Sennar
597,33.62894444,13.56936111,Banat,Sharg Sennar
598,33.63316667,13.56297222,Al Arakiyeen,Sharg Sennar
599,33.68825,13.50463889,Kasab Gorbi,Sharg Sennar
600,33.68961111,13.48502778,Om Kitir,Sharg Sennar
601,33.68836111,13.47633333,Al Amara  ,Sharg Sennar
602,33.6885,13.46658333,Riweena,Sharg Sennar
603,33.69677778,13.46208333,Abgolla,Sharg Sennar
604,33.67355556,13.42547222,Al Sheikh Talha,Sharg Sennar
605,33.67688889,13.40908333,Ireideeba,Sharg Sennar
606,33.69372222,13.38538889,Om Sofa,Sharg Sennar
607,33.67002778,13.41430556,Kambo Al Janoobiyeen,Sharg Sennar
608,33.69233333,13.44383333,Al Hijeirat,Sharg Sennar
609,33.65472222,13.546,Kareema Abd Alrasool,Sharg Sennar
610,33.65322222,13.552,Mabani Al Mahalij,Sharg Sennar
611,33.64655556,13.55283333,Kareema Al Bahar,Sharg Sennar
612,33.64094444,13.55616667,Al Sheikh Farah,Sharg Sennar
613,33.74980556,13.73333333,Wad Taweel,Sharg Sennar
614,33.74658333,13.73577778,Alazaza Meema,Sharg Sennar
615,33.72197222,13.90169444,Tafteesh Wad Onsa,Sharg Sennar
616,33.60205556,13.83680556,AlBarsi AlFadl,Sharg Sennar
617,33.73011111,13.83719444,AlBarsi AlGHdyat,Sharg Sennar
618,33.56997222,13.809,Um Areif,Sharg Sennar
619,33.58569444,13.79897222,AlAmara Taha,Sharg Sennar
620,33.59141667,13.80033333,AlGwasma,Sharg Sennar
621,33.63533333,13.77930556,AlSheikh Musa,Sharg Sennar
622,33.62758333,13.85163889,Abu Ajaj,Sharg Sennar
623,33.63266667,13.86827778,Algombaila,Sharg Sennar
624,33.66775,13.87025,AlRagal Albataheen,Sharg Sennar
625,33.66955556,13.87130556,AlRagal AlMaadalab,Sharg Sennar
626,33.66875,13.87605556,AlRagal AlShaygia,Sharg Sennar
627,33.66933333,13.88233333,AlRagal Idris,Sharg Sennar
628,33.66955556,13.88908333,AlRagal Wad Billia,Sharg Sennar
629,33.6665,13.89372222,AlRagal AlHassan,Sharg Sennar
630,33.66380556,13.89780556,AlRagal Mohamed Zain,Sharg Sennar
631,33.65041667,13.97294444,Wad Ajeeb,Sharg Sennar
632,33.63388889,13.56236111,AlSheikh AlSamani,Sharg Sennar
633,33.62291667,13.93019444,Abu Reesh,Sharg Sennar
634,33.62191667,13.936,Algahagha,Sharg Sennar
635,33.62080556,13.94747222,Wad Nwar AlBahar,Sharg Sennar
636,33.64327778,13.94438889,Kandaik,Sharg Sennar
637,33.66975,13.94,AlAidabi AlShareef,Sharg Sennar
638,33.69944444,13.92283333,AlAmara AlSidra,Sharg Sennar
639,33.69641667,13.92586111,AlAmara Awlad AlRadi,Sharg Sennar
640,33.69330556,13.92294444,AlAmara Abu Fatma,Sharg Sennar
641,33.66836111,13.97197222,AlGhazaya,Sharg Sennar
642,33.64336111,14.00594444,AlMusalamia AlEmam,Sharg Sennar
643,33.7055,13.95241667,AlMaadalab Haj Yousif,Sharg Sennar
644,33.70388889,13.95708333,Deshein,Sharg Sennar
645,33.70561111,13.95038889,Um Shator,Sharg Sennar
646,33.71966667,13.94383333,Wad Nwar AlKarsha,Sharg Sennar
647,33.61491667,13.78922222,Jadain,Sharg Sennar
648,33.65305556,13.70738889,Shambata,Sharg Sennar
649,33.71025,13.74108333,Fangoga,Sharg Sennar
650,33.74688889,13.75975,Um Gargoor,Sharg Sennar
651,33.74683333,13.75969444,Kambo Um Gargoor,Sharg Sennar
652,33.73763889,13.80027778,Hiraiga,Sharg Sennar
653,33.75258333,13.79547222,Kambo Hiraiga,Sharg Sennar
654,33.73602778,13.81719444,AlAwaida,Sharg Sennar
655,33.75430556,13.83044444,Wad AlHurr,Sharg Sennar
656,33.71944444,13.85011111,AlShigaila,Sharg Sennar
657,33.73463889,13.84063889,Gantrat 36/32,Sharg Sennar
658,33.74466667,13.87097222,Wad Hassan,Sharg Sennar
659,33.75927778,13.86858333,Alkananab,Sharg Sennar
660,33.73688889,13.89002778,Hilat Alnimair,Sharg Sennar
661,33.73402778,13.90047222,Wad Onsa,Sharg Sennar
662,33.69533333,13.97347222,AlKhyali,Sharg Sennar
663,33.64091667,13.77136111,Wad AlAbbas,Sharg Sennar
664,33.69927778,13.99277778,Sharaf AlMahrab,Sharg Sennar
665,33.71522222,14.00466667,AlAwwaya,Sharg Sennar
666,33.70619444,14.02947222,Malolaha,Sharg Sennar
667,33.71883333,14.04808333,Awlad Saleem,Sharg Sennar
668,33.67116667,14.05152778,Wad Suwar,Sharg Sennar
669,33.63255556,14.03105556,AlDayanah,Sharg Sennar
670,33.67047222,13.77302778,Gantarat Darraj ,Sharg Sennar
671,33.67416667,13.81266667,Wad Ibrahim,Sharg Sennar
672,33.69127778,13.83191667,Edd AlFursan,Sharg Sennar
673,33.69519444,13.79930556,Kurbaj,Sharg Sennar
674,33.61625,13.64316667,Ghirisli,Sharg Sennar
675,33.66363889,13.61822222,AlSidra (Wad AlAbbas),Sharg Sennar
676,33.67402778,13.60425,27 Rabha,Sharg Sennar
677,33.65836111,13.60233333,11 AbuAlola,Sharg Sennar
678,33.67997222,13.62113889,Shandi Foug,Sharg Sennar
679,33.60138889,13.60563889,Kanawat,Sharg Sennar
680,33.62933333,13.74469444,Wad AlRadi,Sharg Sennar
681,33.57694444,13.72622222,Gnayin Ghirisli,Sharg Sennar
682,33.60761111,13.62736111,ALShareef Bajbouj,Sharg Sennar
683,33.63247222,13.652,Hilmi Abbas,Sharg Sennar
684,33.63830556,13.64752778,Hilmi Zaghawa,Sharg Sennar
685,33.64827778,13.66063889,Jah AlRsool,Sharg Sennar
686,33.65444444,13.66658333,Hilat Mahmoud,Sharg Sennar
687,33.65058333,13.68966667,Amarat AlGzooli,Sharg Sennar
688,33.64569444,13.70277778,Kurdugaila,Sharg Sennar
689,33.63827778,13.75211111,Tafteesh Wad AlAbbas,Sharg Sennar
690,33.93033333,13.84655556,Wad Taha,Sharg Sennar
691,33.90038889,13.82505556,Wad Alnimir,Sharg Sennar
692,33.87608333,13.83780556,Hilat Mohamed Musa,Sharg Sennar
693,33.70741667,14.09436111,Goz AbuRouf,Sharg Sennar
694,34.00408333,13.79055556,Wad AlAjab,Sharg Sennar
695,34,13.78336111,Darouma,Sharg Sennar
696,33.99558333,13.77711111,Eid Misheilkha,Sharg Sennar
697,34.03308333,13.74930556,Hanu Sleiman,Sharg Sennar
698,34.03922222,13.743,Hanu Altarfa,Sharg Sennar
699,34.04433333,13.71158333,Wad Abu JahAllaH,Sharg Sennar
700,34.04913889,13.70055556,AlHashaba,Sharg Sennar
701,34.10838889,13.80530556,Um Jeera,Sharg Sennar
702,34.10655556,13.75616667,Nowara Alshreef,Sharg Sennar
703,33.73213889,14.06927778,Douba,Sharg Sennar
704,33.809,13.98477778,Wad Alzaki,Sharg Sennar
705,33.81566667,13.97791667,Hilat Khalaf Allah,Sharg Sennar
706,33.81591667,13.98558333,Ahmed Rahamt Allah,Sharg Sennar
707,33.81652778,13.96336111,Wad Gamra,Sharg Sennar
708,33.83366667,14.01822222,Alsaoudia,Sharg Sennar
709,33.91488889,14.00225,Wad Huweiri,Sharg Sennar
710,33.92947222,14.00086111,Wad Abu Zaid,Sharg Sennar
711,33.94361111,14.00458333,Wad AlKoobar,Sharg Sennar
712,33.94005556,13.98219444,Jange,Sharg Sennar
713,33.93816667,13.96713889,Wad AlKhidir,Sharg Sennar
714,33.94388889,13.96061111,Awlad DafaaAllah,Sharg Sennar
715,33.96077778,13.96058333,Awlad Ahmed,Sharg Sennar
716,33.99413889,13.98675,AlKo' AlShareef,Sharg Sennar
717,34.026,13.92927778,Um Jahara,Sharg Sennar
718,34.02591667,13.88155556,Wad Baloola,Sharg Sennar
719,34.03166667,13.86169444,AlAzaza Wad Idris,Sharg Sennar
720,34.06691667,13.87655556,Ain AlJamal,Sharg Sennar
721,34.08075,13.87738889,Abu Hijailij,Sharg Sennar
722,34.06419444,13.82902778,Umm Tereiza Alwalya,Sharg Sennar
723,34.08180556,13.85041667,Omer FadlAllah,Sharg Sennar
724,34.07163889,13.85583333,Umm Tereiza AlAagalieen,Sharg Sennar
725,34.06675,13.861,Wad AlBahlaw,Sharg Sennar
726,33.81791667,13.92958333,AlHargous Hamad,Sharg Sennar
727,33.81708333,13.9,Ibrahim AbdAllah,Sharg Sennar
728,33.78841667,13.93333333,Wad ElZalgam,Sharg Sennar
729,33.78822222,13.97930556,Wad Abdaghani,Sharg Sennar
730,33.78544444,14.03411111,Wad AlKarish,Sharg Sennar
731,33.75919444,14.01980556,AlBagia,Sharg Sennar
732,33.74302778,13.99094444,AlHimaidania,Sharg Sennar
733,33.74583333,13.96125,AlSafra Shaa Addin,Sharg Sennar
734,33.76236111,13.94955556,Sharaf Khalaf Allah,Sharg Sennar
735,33.76361111,13.93347222,Wad Aayis,Sharg Sennar
736,33.71486111,13.97766667,Koo3 AlHweiris,Sharg Sennar
737,33.76427778,13.90994444,Taiba Hamad,Sharg Sennar
738,33.76447222,13.89597222,Neela,Sharg Sennar
739,33.77402778,13.90197222,Meheila,Sharg Sennar
740,33.80825,13.88388889,Musa Idris,Sharg Sennar
741,33.81691667,13.86413889,Awlad AlTay,Sharg Sennar
742,33.8195,13.8625,Ahmed Sheikh Alneel,Sharg Sennar
743,33.78869444,13.87863889,AlGazaya Abu Koo3,Sharg Sennar
744,33.83738889,13.85941667,Hilat Jumaa,Sharg Sennar
745,33.85016667,13.89288889,Wad Iraibi,Sharg Sennar
746,33.86122222,13.91572222,Hilat Subahi AbdAllah,Sharg Sennar
747,33.89447222,13.90827778,Wad Tay Allah,Sharg Sennar
748,33.89963889,13.89841667,Wad Heigoona,Sharg Sennar
749,33.94516667,13.90194444,Ali Subahi,Sharg Sennar
750,33.86133333,13.84711111,Wad Shalaai,Sharg Sennar
751,33.88802778,13.87166667,Wad Noor Eddin,Sharg Sennar
752,33.90416667,13.85469444,Wad Yaagoub,Sharg Sennar
753,33.91744444,13.85588889,Abooda,Sharg Sennar
754,32.93886111,13.26830556,gabal byoot,Sennar
755,33.10722222,13.25427778,um gidyan ,Sennar
756,33.09644444,13.23916667,um gidyan garib,Sennar
757,33.31447222,13.42358333,fangooga algabl shmaal,Sennar
758,33.33033333,13.44266667,alkibishab,Sennar
759,33.21538889,13.52122222,gaara,Sennar
760,33.1505,13.36494444,dwod almahata,Sennar
761,33.97027778,13.40733333,maeer,Sennar
762,32.97227778,13.48952778,alaityshan,Sennar
763,33.35372222,13.45169444,alawar,Sennar
764,33.54569444,13.55333333,tayba altiganiya,Sennar
765,33.55391667,13.55061111,alkiila,Sennar
766,33.58130556,13.5095,alloka,Sennar
767,33.55505556,13.50194444,aldagaga,Sennar
768,33.52216667,13.49594444,tayba almanshia,Sennar
769,33.51541667,13.52019444,abo sibiyha,Sennar
770,33.54488889,13.52419444,aldibiliba,Sennar
771,33.49844444,13.51261111,alsada,Sennar
772,33.47630556,13.4885,aldayra,Sennar
773,33.49041667,13.47327778,umsaag alnifidya,Sennar
774,33.49763889,13.47325,umsaag almosbaat,Sennar
775,33.51841667,13.47219444,tayba almostagida,Sennar
776,33.60091667,13.50005556,tayba alhafeer,Sennar
777,33.59094444,13.48227778,kambo nogad alla,Sennar
778,33.5865,13.45616667,hlat albiir,Sennar
779,33.56413889,13.40125,biir kantoosha,Sennar
780,33.51097222,13.40711111,wd aboodi,Sennar
781,33.55680556,13.37475,alsaora,Sennar
782,33.5555,13.36558333,tabldiiya,Sennar
783,32.95744444,13.43366667,awlad kadeer,Sennar
784,32.95861111,13.44986111,gabooga,Sennar
785,33.33091667,12.93211111,algafra hmad,AlDali and AlMazmoum
786,33.31488889,12.93747222,algafra alhag,AlDali and AlMazmoum
787,33.31552778,12.92894444,algafra alfyareen,AlDali and AlMazmoum
788,33.23247222,12.91344444,almilyisa,AlDali and AlMazmoum
789,33.25955556,12.92008333,alhsanat,AlDali and AlMazmoum
790,33.13241667,12.79152778,shenybo,AlDali and AlMazmoum
791,33.13497222,12.70616667,algioytab,AlDali and AlMazmoum
792,33.06055556,12.63488889,ahmar aiyn,AlDali and AlMazmoum
793,33.09505556,12.66702778,awlad aisa,AlDali and AlMazmoum
794,33.18561111,12.78019444,alswora wd alhsan,AlDali and AlMazmoum
795,33.402,12.8695,aldali ,AlDali and AlMazmoum
796,33.79241667,13.16266667,swaad,AlDali and AlMazmoum
797,33.75719444,13.15425,abo gandol,AlDali and AlMazmoum
798,33.93394444,13.63577778,tayba 9,Sharg Sennar
799,33.97738889,13.59372222,saliima,Sharg Sennar
800,34.02852778,13.58469444,alragay bashear,Sharg Sennar
801,34.0315,13.58844444,alragay babwa,Sharg Sennar
802,34.07702778,13.58252778,alshawa,Sharg Sennar
803,34.04091667,13.63575,sago,Sharg Sennar
804,34.04383333,13.65502778,hdamat algomaza,Sharg Sennar
805,34.04322222,13.61827778,aldagag haaron,Sharg Sennar
806,34.05633333,13.63830556,abad alrahman,Sharg Sennar
807,34.07763889,13.62763889,algimila,Sharg Sennar
808,34.08761111,13.654,wd ragm,Sharg Sennar
809,34.07205556,13.67811111,magdor alehymer,Sharg Sennar
810,34.067,13.67811111,abo rimila,Sharg Sennar
811,34.047,13.66983333,abo abdo,Sharg Sennar
812,34.03141667,13.68488889,um hogar,Sharg Sennar
813,34.02716667,13.65897222,alkigira,Sharg Sennar
814,34.03883333,13.69161111,areidiba,Sharg Sennar
815,34.04283333,13.72355556,algoasma,Sharg Sennar
816,34.01327778,13.60455556,kwoli,Sharg Sennar
817,33.93494444,13.78766667,wd alrikeen,Sharg Sennar
818,34.00875,13.77041667,algrorab,Sharg Sennar
819,33.91027778,13.60391667,fila algadida,Sharg Sennar
820,33.91922222,13.5995,alamaara shirag almaygr,Sharg Sennar
821,33.91547222,13.5955,44 wd taktook,Sharg Sennar
822,33.77255556,13.83666667,ayd alwilyid,Sharg Sennar
823,33.76763889,13.85597222,wd doalnaaiim,Sharg Sennar
824,33.80625,13.85236111,abo salam,Sharg Sennar
825,33.82233333,13.83852778,wd omer,Sharg Sennar
826,33.802,13.83144444,aldabkara,Sharg Sennar
827,33.772,13.81505556,wdkibaish,Sharg Sennar
828,33.81655556,13.78986111,gooz blao shamaal,Sharg Sennar
829,33.81747222,13.78775,gooz blao ganoob,Sharg Sennar
830,33.73963889,13.74719444,tamoma,Sharg Sennar
831,33.85430556,13.8195,nor alhadi,Sharg Sennar
832,33.86286111,13.72361111,abo hgirat,Sharg Sennar
833,33.88069444,13.79736111,alawida,Sharg Sennar
834,33.89986111,13.79075,wd dardag,Sharg Sennar
835,33.85997222,13.77858333,alazaza alnifiab,Sharg Sennar
836,33.85788889,13.78325,alazaza wdalzian,Sharg Sennar
837,33.85666667,13.70308333,alazaza alrashdab,Sharg Sennar
838,33.86408333,13.68547222,almagam shamaal,Sharg Sennar
839,33.86705556,13.68230556,almagam ganoob,Sharg Sennar
840,33.85802778,13.67922222,almagam garb,Sharg Sennar
841,33.88208333,13.72308333,awd alsiid,Sharg Sennar
842,33.87775,13.72625,mwsker awd alsiid,Sharg Sennar
843,33.91291667,13.77188889,um rihaba,Sharg Sennar
844,33.92530556,13.76058333,salma,Sharg Sennar
845,33.95688889,13.73236111,wd dwalnoor,Sharg Sennar
846,33.95936111,13.72394444,amood,Sharg Sennar
847,33.96430556,13.71236111,wd dowd,Sharg Sennar
848,34.00361111,13.67663889,aldibeakra garb,Sharg Sennar
849,34.01911111,13.69155556,hialt ywsif,Sharg Sennar
850,34.00144444,13.66916667,um dibina,Sharg Sennar
851,34.01702778,13.64238889,abokard,Sharg Sennar
852,34.30452778,13.72983333,um fiyla,Sharg Sennar
853,34.28302778,13.71427778,arbaas,Sharg Sennar
854,34.25438889,13.71516667,wd alabyad,Sharg Sennar
855,34.26233333,13.70725,baant,Sharg Sennar
856,34.22641667,13.71597222,hadaba,Sharg Sennar
857,34.21430556,13.7195,abo aroog,Sharg Sennar
858,34.18947222,13.74613889,algioisi,Sharg Sennar
859,34.1705,13.73833333,abo awroa,Sharg Sennar
860,33.90030556,13.69761111,alsadaga,Sharg Sennar
861,33.90272222,13.69733333,digna,Sharg Sennar
862,33.89786111,13.69988889,12 salma,Sharg Sennar
863,33.89991667,13.64238889,fth alrahmaan,Sharg Sennar
864,33.90513889,13.64430556,mwasker fth alrahmaan,Sharg Sennar
865,33.90769444,13.66988889,tayba algalalia,Sharg Sennar
866,33.90366667,13.67469444,tayba alnifidia,Sharg Sennar
867,33.87822222,13.59825,fila algadima,Sharg Sennar
868,33.83216667,13.59238889,aldaira,Sharg Sennar
869,33.94947222,13.64544444,um sablango,Sharg Sennar
870,33.94788889,13.64475,um sablango garb,Sharg Sennar
871,33.94133333,13.64733333,kambo albargo,Sharg Sennar
872,33.93913889,13.22275,AlDebkera,Sinja
873,33.89527778,13.21494444,AlWaheido,Sinja
874,33.88294444,13.21547222,AlShawa,Sinja
875,33.87497222,13.21711111,AlShlekha,Sinja
876,33.86380556,13.18497222,Wad Salman,Sinja
877,33.84427778,13.19580556,ALGembaila,Sinja
878,33.84075,13.19627778,AlMajo,Sinja
879,33.82822222,13.17730556,AlSilik,Sinja
880,33.79913889,13.16136111,AlIreigat,Sinja
881,33.84441667,13.15055556,Umm Ush,Sinja
882,33.83952778,13.10052778,AlSuntat,Sinja
883,33.79008333,13.15172222,AlSidra,Sinja
884,33.77505556,13.09980556,AlAnjfaw,Sinja
885,33.68413889,13.02097222,Umm Sineita,Sinja
886,33.65613889,13.08425,Abu Dor,Sinja
887,33.62808333,13.93041667,Hneibat/Dababat,Sinja
888,33.642,13.95347222,Wad khazeen,Sinja
889,33.63294444,13.13252778,AlGweizat,Sinja
890,33.616,13.04494444,Mahbooba,Sinja
891,33.68336111,13.12855556,AlShawa & AlAmarna,Sinja
892,33.68233333,13.11872222,AlSheliekha (AlShawa),Sinja
893,33.69758333,13.11311111,Teigo,Sinja
894,33.81947222,13.05280556,Sinada AbdelKarim,Sinja
895,33.89219444,13.10038889,Umm Byagah,Sinja
896,33.85233333,13.03019444,AlJikeika,Sinja
897,33.83505556,13.02852778,Sinada Alzamzami,Sinja
898,33.838,13.02430556,AlGalaa,Sinja
899,33.84116667,13.04219444,AlBushra,Sinja
900,33.82613889,13.03772222,Hilat mohamed yousif,Sinja
901,33.87236111,13.03488889,AlAmbaja,Sinja
902,33.88027778,13.04183333,AlRiyadd Algharbiah,Sinja
903,33.75791667,12.94627778,Wad Ireiki,Sinja
904,33.75022222,12.95658333,AlSoreeba,Sinja
905,33.90602778,13.0235,AlArsha,Sinja
906,33.91633333,13.02013889,Geshesh,Sinja
907,33.93958333,13.05727778,Tawaklna,Sinja
908,33.94019444,13.05313889,Wad Ireiki Albahar,Sinja
909,33.93825,13.05030556,AlRiyadd AlBahar,Sinja
910,33.93802778,13.04727778,Wad Khazeen AlBahar,Sinja
911,33.94072222,13.04508333,Kbeidat Albahar,Sinja
912,33.94111111,13.06963889,Um Binain,Sinja
913,33.17663889,12.47533333,Balala,AlDali and AlMazmoum
914,33.17897222,12.46397222,Salamat,AlDali and AlMazmoum
915,33.20463889,12.49638889,AlJamam AlMojamaa,AlDali and AlMazmoum
916,33.20277778,12.51480556,AlSibeihab,AlDali and AlMazmoum
917,33.24297222,12.53966667,Wad A'Kara,AlDali and AlMazmoum
918,33.21366667,12.41052778,Abu Ireif,AlDali and AlMazmoum
919,33.36555556,12.40275,AlMjawir,AlDali and AlMazmoum
920,33.28083333,12.61027778,Galaa' AlBeid',AlDali and AlMazmoum
921,33.77313889,12.10897222,Weirkit,AlDali and AlMazmoum
922,33.79661111,12.07438889,Abu Suweilik,AlDali and AlMazmoum
923,33.814,12.11505556,AlGreibin,AlDali and AlMazmoum
924,33.83055556,12.11183333,Tagali (AlMazmoum),AlDali and AlMazmoum
925,33.82813889,12.10713889,Wad Bireiga,AlDali and AlMazmoum
926,33.48005556,12.47275,Bozi,AlDali and AlMazmoum
927,33.48047222,12.46172222,Hilat AlShareef,AlDali and AlMazmoum
928,33.49911111,12.45197222,Hilat Idris,AlDali and AlMazmoum
929,33.53883333,12.26988889,AlMazmoum,AlDali and AlMazmoum
930,33.37905556,12.04255556,Hafir terus,AlDali and AlMazmoum
931,33.33163889,12.22647222,Hafir umm koka,AlDali and AlMazmoum
932,33.53466667,12.7255,Hafir kamtor,Abu Hijar
933,33.75705556,12.41561111,Arab AlBalf (Kockry),Abu Hijar
934,34.022151,12.939229,Karkoj,AlSooki
935,34.152388,12.675907,Allakandi,AlSooki
936,33.662182,13.479383,Hilat Ismaieel,Sennar
937,33.664456,13.44985,Wad Hashim Arab,Sennar
938,33.667694,13.444404,Wad Hashim Maly,Sennar
939,33.672122,13.451709,Wad Hashim Mroa,Sennar
940,33.659497,13.420829,Mairno,Sennar
941,33.754036,13.311584,Um Shoka,Sinja
942,33.79228,13.163296,swaad,Sinja
